timestamp,entity_id,event_type,dst_id,bytes,Label
2026-02-18 07:55:13.606841,192.168.1.2,UDP_REGISTERED,10.0.0.2,1658,Normal
2026-02-18 03:58:19.606841,192.168.1.5,TCP_REGISTERED,10.0.0.11,3523,Normal
2026-02-18 16:23:02.606841,192.168.1.5,TCP_REGISTERED,10.0.0.14,613,Normal
2026-02-18 14:37:45.606841,192.168.1.5,TCP_WELL_KNOWN,10.0.0.16,4717,Normal
2026-02-18 06:52:43.606841,192.168.1.5,UDP_WELL_KNOWN,10.0.0.7,5744,Normal
2026-02-18 02:24:41.606841,192.168.1.2,TCP_WELL_KNOWN,10.0.0.13,8434,Normal
2026-02-18 08:12:23.606841,192.168.1.6,TCP_REGISTERED,10.0.0.9,1759,Normal
2026-02-18 09:25:26.606841,192.168.1.8,TCP_WELL_KNOWN,10.0.0.3,4980,Normal
2026-02-17 19:34:28.606841,192.168.1.1,UDP_WELL_KNOWN,10.0.0.7,8065,Normal
2026-02-17 20:20:29.606841,192.168.1.9,TCP_REGISTERED,10.0.0.17,8135,Normal
2026-02-18 08:36:01.606841,192.168.1.9,TCP_REGISTERED,10.0.0.5,1230,Normal
2026-02-18 16:23:55.606841,192.168.1.3,TCP_REGISTERED,10.0.0.1,7650,Normal
2026-02-18 02:31:53.606841,192.168.1.9,TCP_WELL_KNOWN,10.0.0.12,6221,Normal
2026-02-18 05:27:36.606841,192.168.1.3,TCP_WELL_KNOWN,10.0.0.3,3785,Normal
2026-02-17 20:41:29.606841,192.168.1.9,UDP_WELL_KNOWN,10.0.0.8,9255,Normal
2026-02-18 14:11:16.606841,192.168.1.1,TCP_WELL_KNOWN,10.0.0.9,1095,Normal
2026-02-18 15:12:36.606841,192.168.1.4,UDP_REGISTERED,10.0.0.15,7199,Normal
2026-02-18 14:55:13.606841,192.168.1.8,TCP_REGISTERED,10.0.0.5,3771,Normal
2026-02-18 08:14:16.606841,192.168.1.5,UDP_REGISTERED,10.0.0.8,3295,Normal
2026-02-18 01:23:13.606841,192.168.1.2,UDP_WELL_KNOWN,10.0.0.12,153,Normal
2026-02-18 00:23:21.606841,192.168.1.7,UDP_REGISTERED,10.0.0.16,2820,Normal
2026-02-18 07:46:02.606841,192.168.1.7,TCP_WELL_KNOWN,10.0.0.8,8742,Normal
2026-02-18 12:38:29.606841,192.168.1.9,UDP_REGISTERED,10.0.0.6,1764,Normal
2026-02-18 06:14:54.606841,192.168.1.8,UDP_WELL_KNOWN,10.0.0.17,5622,Normal
2026-02-17 22:33:12.606841,192.168.1.2,UDP_WELL_KNOWN,10.0.0.13,5761,Normal
2026-02-18 04:24:37.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.7,7621,Normal
2026-02-18 00:39:52.606841,192.168.1.6,UDP_WELL_KNOWN,10.0.0.12,5390,Normal
2026-02-18 01:16:55.606841,192.168.1.8,TCP_WELL_KNOWN,10.0.0.11,7686,Normal
2026-02-17 20:23:43.606841,192.168.1.6,UDP_REGISTERED,10.0.0.11,1790,Normal
2026-02-18 08:43:15.606841,192.168.1.1,UDP_REGISTERED,10.0.0.4,8503,Normal
2026-02-18 12:14:06.606841,192.168.1.5,UDP_REGISTERED,10.0.0.13,8896,Normal
2026-02-18 01:04:08.606841,192.168.1.3,TCP_WELL_KNOWN,10.0.0.19,5868,Normal
2026-02-18 05:51:50.606841,192.168.1.6,UDP_WELL_KNOWN,10.0.0.17,6687,Normal
2026-02-17 17:54:12.606841,192.168.1.4,UDP_WELL_KNOWN,10.0.0.5,4490,Normal
2026-02-18 03:03:44.606841,192.168.1.8,TCP_REGISTERED,10.0.0.5,9265,Normal
2026-02-17 22:27:43.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.9,6791,Normal
2026-02-18 08:19:45.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.1,8001,Normal
2026-02-18 10:45:21.606841,192.168.1.3,TCP_REGISTERED,10.0.0.11,7506,Normal
2026-02-18 02:22:48.606841,192.168.1.1,UDP_REGISTERED,10.0.0.16,9724,Normal
2026-02-18 13:15:56.606841,192.168.1.2,UDP_WELL_KNOWN,10.0.0.13,6730,Normal
2026-02-18 09:04:55.606841,192.168.1.3,TCP_WELL_KNOWN,10.0.0.10,3625,Normal
2026-02-17 23:15:36.606841,192.168.1.8,TCP_WELL_KNOWN,10.0.0.10,5302,Normal
2026-02-18 16:11:11.606841,192.168.1.1,UDP_WELL_KNOWN,10.0.0.10,717,Normal
2026-02-17 21:35:32.606841,192.168.1.1,TCP_WELL_KNOWN,10.0.0.1,7561,Normal
2026-02-18 02:32:11.606841,192.168.1.5,UDP_WELL_KNOWN,10.0.0.6,9231,Normal
2026-02-18 16:09:11.606841,192.168.1.3,UDP_REGISTERED,10.0.0.13,5008,Normal
2026-02-18 14:58:08.606841,192.168.1.2,TCP_WELL_KNOWN,10.0.0.8,8431,Normal
2026-02-17 18:32:22.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.16,6094,Normal
2026-02-18 15:17:13.606841,192.168.1.1,TCP_REGISTERED,10.0.0.5,5204,Normal
2026-02-18 05:07:44.606841,192.168.1.3,UDP_REGISTERED,10.0.0.1,1028,Normal
2026-02-17 22:57:21.606841,192.168.1.5,UDP_REGISTERED,10.0.0.1,567,Normal
2026-02-18 12:35:59.606841,192.168.1.2,TCP_REGISTERED,10.0.0.15,2388,Normal
2026-02-18 01:08:03.606841,192.168.1.8,TCP_REGISTERED,10.0.0.14,3242,Normal
2026-02-18 06:57:02.606841,192.168.1.1,TCP_REGISTERED,10.0.0.5,3627,Normal
2026-02-18 02:04:32.606841,192.168.1.1,TCP_REGISTERED,10.0.0.13,730,Normal
2026-02-18 17:01:43.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.6,9392,Normal
2026-02-17 22:27:36.606841,192.168.1.7,UDP_REGISTERED,10.0.0.3,7708,Normal
2026-02-17 20:29:40.606841,192.168.1.6,UDP_REGISTERED,10.0.0.5,8320,Normal
2026-02-18 11:43:50.606841,192.168.1.3,UDP_REGISTERED,10.0.0.19,6564,Normal
2026-02-18 10:50:59.606841,192.168.1.6,UDP_REGISTERED,10.0.0.3,8311,Normal
2026-02-17 22:26:16.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.4,782,Normal
2026-02-18 02:21:42.606841,192.168.1.6,UDP_REGISTERED,10.0.0.8,8351,Normal
2026-02-17 22:26:13.606841,192.168.1.9,UDP_REGISTERED,10.0.0.1,7239,Normal
2026-02-18 16:52:13.606841,192.168.1.3,UDP_WELL_KNOWN,10.0.0.19,9725,Normal
2026-02-18 13:48:35.606841,192.168.1.4,UDP_REGISTERED,10.0.0.8,4264,Normal
2026-02-18 10:07:43.606841,192.168.1.7,UDP_REGISTERED,10.0.0.17,4564,Normal
2026-02-18 05:19:05.606841,192.168.1.3,TCP_REGISTERED,10.0.0.11,8731,Normal
2026-02-18 16:38:35.606841,192.168.1.6,UDP_REGISTERED,10.0.0.16,6538,Normal
2026-02-17 19:48:32.606841,192.168.1.1,UDP_REGISTERED,10.0.0.19,6203,Normal
2026-02-18 04:46:04.606841,192.168.1.2,UDP_REGISTERED,10.0.0.17,2588,Normal
2026-02-17 22:35:27.606841,192.168.1.4,TCP_REGISTERED,10.0.0.5,7374,Normal
2026-02-18 02:52:21.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.10,654,Normal
2026-02-18 01:12:27.606841,192.168.1.4,TCP_REGISTERED,10.0.0.18,5650,Normal
2026-02-18 14:26:45.606841,192.168.1.1,TCP_REGISTERED,10.0.0.4,6226,Normal
2026-02-18 06:30:03.606841,192.168.1.6,UDP_WELL_KNOWN,10.0.0.6,5354,Normal
2026-02-17 18:04:40.606841,192.168.1.5,TCP_REGISTERED,10.0.0.16,4555,Normal
2026-02-17 21:16:55.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.8,293,Normal
2026-02-17 20:24:13.606841,192.168.1.3,TCP_WELL_KNOWN,10.0.0.8,3160,Normal
2026-02-18 01:16:15.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.1,475,Normal
2026-02-17 17:15:19.606841,192.168.1.6,UDP_REGISTERED,10.0.0.10,3694,Normal
2026-02-17 20:58:21.606841,192.168.1.9,TCP_REGISTERED,10.0.0.18,7651,Normal
2026-02-17 22:08:43.606841,192.168.1.6,TCP_WELL_KNOWN,10.0.0.9,3545,Normal
2026-02-18 16:47:55.606841,192.168.1.8,UDP_WELL_KNOWN,10.0.0.17,5890,Normal
2026-02-17 23:24:02.606841,192.168.1.4,TCP_REGISTERED,10.0.0.9,514,Normal
2026-02-18 06:53:44.606841,192.168.1.8,UDP_REGISTERED,10.0.0.9,1606,Normal
2026-02-18 14:55:56.606841,192.168.1.6,UDP_REGISTERED,10.0.0.3,6122,Normal
2026-02-18 10:49:27.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.15,2074,Normal
2026-02-18 01:54:14.606841,192.168.1.5,TCP_REGISTERED,10.0.0.13,5750,Normal
2026-02-18 08:46:20.606841,192.168.1.9,UDP_REGISTERED,10.0.0.12,3474,Normal
2026-02-18 16:10:54.606841,192.168.1.5,TCP_REGISTERED,10.0.0.9,1086,Normal
2026-02-18 08:33:18.606841,192.168.1.1,UDP_REGISTERED,10.0.0.9,8502,Normal
2026-02-18 15:51:29.606841,192.168.1.5,UDP_REGISTERED,10.0.0.11,9025,Normal
2026-02-17 17:13:50.606841,192.168.1.1,UDP_WELL_KNOWN,10.0.0.2,1416,Normal
2026-02-18 05:25:11.606841,192.168.1.7,TCP_REGISTERED,10.0.0.18,1342,Normal
2026-02-18 15:19:49.606841,192.168.1.3,UDP_REGISTERED,10.0.0.6,8205,Normal
2026-02-17 21:59:54.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.4,7609,Normal
2026-02-18 15:35:58.606841,192.168.1.5,TCP_WELL_KNOWN,10.0.0.15,6660,Normal
2026-02-18 01:26:39.606841,192.168.1.6,UDP_REGISTERED,10.0.0.2,4565,Normal
2026-02-18 13:03:33.606841,192.168.1.3,UDP_REGISTERED,10.0.0.16,7393,Normal
2026-02-18 15:26:46.606841,192.168.1.5,UDP_WELL_KNOWN,10.0.0.17,820,Normal
2026-02-18 13:41:49.606841,192.168.1.8,TCP_WELL_KNOWN,10.0.0.14,3151,Normal
2026-02-17 22:54:40.606841,192.168.1.7,TCP_WELL_KNOWN,10.0.0.9,3790,Normal
2026-02-18 08:57:37.606841,192.168.1.2,UDP_REGISTERED,10.0.0.16,467,Normal
2026-02-18 12:43:32.606841,192.168.1.4,UDP_REGISTERED,10.0.0.8,2979,Normal
2026-02-17 18:34:22.606841,192.168.1.1,TCP_WELL_KNOWN,10.0.0.3,3968,Normal
2026-02-17 17:23:52.606841,192.168.1.1,UDP_WELL_KNOWN,10.0.0.4,8383,Normal
2026-02-18 02:10:27.606841,192.168.1.2,UDP_REGISTERED,10.0.0.14,9000,Normal
2026-02-17 20:41:18.606841,192.168.1.1,TCP_WELL_KNOWN,10.0.0.4,5501,Normal
2026-02-17 20:34:31.606841,192.168.1.3,UDP_REGISTERED,10.0.0.8,5394,Normal
2026-02-18 09:43:45.606841,192.168.1.4,UDP_WELL_KNOWN,10.0.0.17,7002,Normal
2026-02-18 10:42:25.606841,192.168.1.9,UDP_WELL_KNOWN,10.0.0.6,5584,Normal
2026-02-17 23:37:20.606841,192.168.1.8,UDP_REGISTERED,10.0.0.2,4380,Normal
2026-02-18 11:11:08.606841,192.168.1.9,TCP_REGISTERED,10.0.0.5,9951,Normal
2026-02-18 14:29:01.606841,192.168.1.1,TCP_REGISTERED,10.0.0.12,6621,Normal
2026-02-17 23:42:41.606841,192.168.1.4,TCP_REGISTERED,10.0.0.19,1063,Normal
2026-02-18 03:54:59.606841,192.168.1.6,UDP_REGISTERED,10.0.0.4,9629,Normal
2026-02-18 10:34:25.606841,192.168.1.7,TCP_REGISTERED,10.0.0.2,5360,Normal
2026-02-17 21:31:42.606841,192.168.1.7,TCP_WELL_KNOWN,10.0.0.3,1361,Normal
2026-02-17 20:40:14.606841,192.168.1.6,UDP_REGISTERED,10.0.0.3,8427,Normal
2026-02-18 07:30:11.606841,192.168.1.7,UDP_REGISTERED,10.0.0.11,9667,Normal
2026-02-17 19:44:07.606841,192.168.1.5,UDP_REGISTERED,10.0.0.7,3026,Normal
2026-02-18 15:31:58.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.5,3621,Normal
2026-02-18 00:38:10.606841,192.168.1.2,UDP_WELL_KNOWN,10.0.0.2,5403,Normal
2026-02-18 10:09:00.606841,192.168.1.9,TCP_REGISTERED,10.0.0.9,2972,Normal
2026-02-18 10:59:30.606841,192.168.1.5,TCP_REGISTERED,10.0.0.7,7297,Normal
2026-02-18 08:35:24.606841,192.168.1.8,TCP_REGISTERED,10.0.0.6,9983,Normal
2026-02-18 11:36:49.606841,192.168.1.9,TCP_WELL_KNOWN,10.0.0.6,4748,Normal
2026-02-17 23:35:13.606841,192.168.1.3,TCP_REGISTERED,10.0.0.6,9484,Normal
2026-02-18 04:01:21.606841,192.168.1.2,TCP_REGISTERED,10.0.0.4,4032,Normal
2026-02-17 22:14:04.606841,192.168.1.7,UDP_REGISTERED,10.0.0.3,4861,Normal
2026-02-18 15:00:15.606841,192.168.1.6,TCP_REGISTERED,10.0.0.16,5554,Normal
2026-02-18 13:29:55.606841,192.168.1.6,UDP_REGISTERED,10.0.0.15,5527,Normal
2026-02-17 19:06:04.606841,192.168.1.2,TCP_REGISTERED,10.0.0.17,2371,Normal
2026-02-18 11:38:42.606841,192.168.1.2,TCP_WELL_KNOWN,10.0.0.19,6908,Normal
2026-02-18 06:46:04.606841,192.168.1.8,UDP_REGISTERED,10.0.0.1,2236,Normal
2026-02-18 14:05:33.606841,192.168.1.4,UDP_REGISTERED,10.0.0.1,9457,Normal
2026-02-18 13:00:54.606841,192.168.1.5,TCP_WELL_KNOWN,10.0.0.13,4699,Normal
2026-02-18 04:13:41.606841,192.168.1.2,TCP_WELL_KNOWN,10.0.0.10,8402,Normal
2026-02-18 02:36:37.606841,192.168.1.7,TCP_WELL_KNOWN,10.0.0.13,5759,Normal
2026-02-18 11:58:52.606841,192.168.1.1,UDP_REGISTERED,10.0.0.4,8328,Normal
2026-02-18 15:36:55.606841,192.168.1.6,TCP_REGISTERED,10.0.0.2,2292,Normal
2026-02-18 13:47:02.606841,192.168.1.5,TCP_WELL_KNOWN,10.0.0.9,4951,Normal
2026-02-18 06:08:57.606841,192.168.1.1,UDP_REGISTERED,10.0.0.6,8429,Normal
2026-02-18 16:32:28.606841,192.168.1.5,TCP_REGISTERED,10.0.0.18,1328,Normal
2026-02-17 20:52:12.606841,192.168.1.3,TCP_REGISTERED,10.0.0.4,5403,Normal
2026-02-18 14:29:27.606841,192.168.1.8,TCP_REGISTERED,10.0.0.15,419,Normal
2026-02-18 08:35:19.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.3,1739,Normal
2026-02-18 07:32:21.606841,192.168.1.6,TCP_REGISTERED,10.0.0.10,5857,Normal
2026-02-17 21:39:12.606841,192.168.1.1,UDP_WELL_KNOWN,10.0.0.19,1331,Normal
2026-02-18 07:21:56.606841,192.168.1.5,UDP_WELL_KNOWN,10.0.0.4,7213,Normal
2026-02-18 14:02:43.606841,192.168.1.9,UDP_WELL_KNOWN,10.0.0.7,2536,Normal
2026-02-18 11:55:10.606841,192.168.1.2,TCP_REGISTERED,10.0.0.19,656,Normal
2026-02-17 19:24:38.606841,192.168.1.3,UDP_WELL_KNOWN,10.0.0.1,6233,Normal
2026-02-17 18:46:19.606841,192.168.1.3,TCP_REGISTERED,10.0.0.13,9731,Normal
2026-02-18 01:19:35.606841,192.168.1.2,TCP_REGISTERED,10.0.0.4,4102,Normal
2026-02-17 22:10:29.606841,192.168.1.1,UDP_REGISTERED,10.0.0.1,9924,Normal
2026-02-18 02:37:16.606841,192.168.1.4,UDP_REGISTERED,10.0.0.19,9474,Normal
2026-02-17 22:34:30.606841,192.168.1.5,UDP_WELL_KNOWN,10.0.0.4,4704,Normal
2026-02-18 13:08:07.606841,192.168.1.2,UDP_WELL_KNOWN,10.0.0.4,555,Normal
2026-02-18 08:45:50.606841,192.168.1.9,TCP_WELL_KNOWN,10.0.0.5,6906,Normal
2026-02-17 23:35:36.606841,192.168.1.6,UDP_WELL_KNOWN,10.0.0.18,9071,Normal
2026-02-17 18:36:41.606841,192.168.1.6,UDP_WELL_KNOWN,10.0.0.8,9706,Normal
2026-02-17 18:45:16.606841,192.168.1.5,TCP_WELL_KNOWN,10.0.0.10,8817,Normal
2026-02-18 01:11:34.606841,192.168.1.3,UDP_WELL_KNOWN,10.0.0.6,9929,Normal
2026-02-18 00:16:27.606841,192.168.1.1,UDP_REGISTERED,10.0.0.2,8869,Normal
2026-02-18 14:53:35.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.7,6389,Normal
2026-02-18 13:05:04.606841,192.168.1.3,UDP_WELL_KNOWN,10.0.0.11,1743,Normal
2026-02-18 05:55:47.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.10,6661,Normal
2026-02-17 23:41:18.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.18,4413,Normal
2026-02-18 01:24:16.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.6,3774,Normal
2026-02-18 03:03:21.606841,192.168.1.4,UDP_REGISTERED,10.0.0.1,111,Normal
2026-02-18 04:25:10.606841,192.168.1.7,TCP_WELL_KNOWN,10.0.0.14,296,Normal
2026-02-18 09:26:03.606841,192.168.1.6,TCP_WELL_KNOWN,10.0.0.12,1182,Normal
2026-02-18 09:37:54.606841,192.168.1.1,TCP_WELL_KNOWN,10.0.0.11,6368,Normal
2026-02-18 08:15:50.606841,192.168.1.6,TCP_WELL_KNOWN,10.0.0.2,190,Normal
2026-02-18 00:44:15.606841,192.168.1.6,UDP_REGISTERED,10.0.0.3,6397,Normal
2026-02-18 07:12:30.606841,192.168.1.9,UDP_WELL_KNOWN,10.0.0.11,9277,Normal
2026-02-18 13:44:35.606841,192.168.1.6,UDP_REGISTERED,10.0.0.8,2064,Normal
2026-02-18 01:47:51.606841,192.168.1.9,UDP_REGISTERED,10.0.0.4,1187,Normal
2026-02-18 06:00:53.606841,192.168.1.5,UDP_REGISTERED,10.0.0.12,1322,Normal
2026-02-18 06:24:20.606841,192.168.1.5,UDP_REGISTERED,10.0.0.4,162,Normal
2026-02-18 08:24:21.606841,192.168.1.3,TCP_REGISTERED,10.0.0.6,8732,Normal
2026-02-17 21:49:41.606841,192.168.1.1,TCP_REGISTERED,10.0.0.4,1596,Normal
2026-02-18 01:48:07.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.7,5920,Normal
2026-02-17 20:09:16.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.17,8874,Normal
2026-02-18 09:27:08.606841,192.168.1.4,TCP_REGISTERED,10.0.0.17,9115,Normal
2026-02-18 08:02:09.606841,192.168.1.3,UDP_WELL_KNOWN,10.0.0.19,8508,Normal
2026-02-18 06:56:10.606841,192.168.1.4,TCP_REGISTERED,10.0.0.16,6178,Normal
2026-02-17 23:44:34.606841,192.168.1.7,TCP_WELL_KNOWN,10.0.0.4,2688,Normal
2026-02-17 18:23:54.606841,192.168.1.2,UDP_WELL_KNOWN,10.0.0.7,4538,Normal
2026-02-18 10:27:34.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.14,6016,Normal
2026-02-18 11:15:50.606841,192.168.1.8,TCP_REGISTERED,10.0.0.1,4342,Normal
2026-02-18 02:17:27.606841,192.168.1.4,TCP_REGISTERED,10.0.0.2,8013,Normal
2026-02-18 13:12:01.606841,192.168.1.7,UDP_WELL_KNOWN,10.0.0.16,520,Normal
2026-02-18 13:05:09.606841,192.168.1.2,TCP_WELL_KNOWN,10.0.0.11,1105,Normal
2026-02-18 15:52:28.606841,192.168.1.5,UDP_REGISTERED,10.0.0.1,4131,Normal
2026-02-18 00:21:12.606841,192.168.1.1,TCP_WELL_KNOWN,10.0.0.8,8636,Normal
2026-02-17 20:17:28.606841,192.168.1.6,UDP_REGISTERED,10.0.0.3,7169,Normal
2026-02-18 00:51:21.606841,192.168.1.1,UDP_REGISTERED,10.0.0.7,1315,Normal
2026-02-18 02:46:55.606841,192.168.1.8,UDP_REGISTERED,10.0.0.8,6391,Normal
2026-02-18 09:58:08.606841,192.168.1.7,TCP_WELL_KNOWN,10.0.0.16,4369,Normal
2026-02-18 05:20:59.606841,192.168.1.6,UDP_WELL_KNOWN,10.0.0.7,7833,Normal
2026-02-18 13:28:01.606841,192.168.1.2,TCP_REGISTERED,10.0.0.1,2163,Normal
2026-02-17 23:12:19.606841,192.168.1.3,UDP_REGISTERED,10.0.0.14,5463,Normal
2026-02-18 11:00:33.606841,192.168.1.5,TCP_REGISTERED,10.0.0.4,9079,Normal
2026-02-18 14:10:58.606841,192.168.1.4,TCP_REGISTERED,10.0.0.17,1122,Normal
2026-02-18 02:55:00.606841,192.168.1.5,UDP_WELL_KNOWN,10.0.0.4,9389,Normal
2026-02-17 21:16:37.606841,192.168.1.8,UDP_WELL_KNOWN,10.0.0.16,3251,Normal
2026-02-17 19:44:13.606841,192.168.1.2,UDP_REGISTERED,10.0.0.6,7644,Normal
2026-02-18 14:39:17.606841,192.168.1.4,TCP_REGISTERED,10.0.0.3,6869,Normal
2026-02-18 14:27:54.606841,192.168.1.5,UDP_WELL_KNOWN,10.0.0.5,5773,Normal
2026-02-18 15:00:38.606841,192.168.1.3,UDP_WELL_KNOWN,10.0.0.10,6681,Normal
2026-02-18 06:52:47.606841,192.168.1.5,TCP_REGISTERED,10.0.0.4,1385,Normal
2026-02-18 02:45:50.606841,192.168.1.5,TCP_WELL_KNOWN,10.0.0.13,5921,Normal
2026-02-17 21:52:27.606841,192.168.1.5,UDP_REGISTERED,10.0.0.8,4821,Normal
2026-02-17 21:45:39.606841,192.168.1.4,TCP_WELL_KNOWN,10.0.0.12,7068,Normal
2026-02-17 20:54:02.606841,192.168.1.6,UDP_WELL_KNOWN,10.0.0.1,778,Normal
2026-02-18 17:01:12.606841,192.168.1.6,TCP_WELL_KNOWN,10.0.0.14,4828,Normal
2026-02-18 05:28:02.606841,192.168.1.2,TCP_REGISTERED,10.0.0.2,948,Normal
2026-02-18 14:03:06.606841,192.168.1.3,TCP_WELL_KNOWN,10.0.0.10,8512,Normal
2026-02-17 20:10:33.606841,192.168.1.5,UDP_REGISTERED,10.0.0.15,8450,Normal
2026-02-18 01:09:54.606841,192.168.1.2,TCP_WELL_KNOWN,10.0.0.15,9710,Normal
2026-02-18 04:12:12.606841,192.168.1.8,UDP_WELL_KNOWN,10.0.0.11,3316,Normal
2026-02-18 01:44:23.606841,192.168.1.6,TCP_WELL_KNOWN,10.0.0.15,8669,Normal
2026-02-18 05:28:10.606841,192.168.1.4,UDP_REGISTERED,10.0.0.12,7998,Normal
2026-02-18 14:42:29.606841,192.168.1.2,UDP_REGISTERED,10.0.0.18,4053,Normal
2026-02-17 18:32:31.606841,192.168.1.6,UDP_WELL_KNOWN,10.0.0.9,9835,Normal
2026-02-18 13:56:35.606841,192.168.1.9,UDP_WELL_KNOWN,10.0.0.17,6224,Normal
